,0,1,2,3,4,5,6,7,8,9,label
0,0.06424326,-0.04916817,0.046152703,-0.024662834,0.025274064,0.012001703,-0.007859173,0.0056960676,0.03088605,-0.033728562,buy
1,0.01935667,-0.032702506,0.014754881,0.023291398,-0.014277497,0.048646722,0.044816554,-0.026767023,0.0101598585,-0.039739322,hold
2,-0.005317142,-0.028150268,0.042810015,0.00906836,-0.038982887,-0.002316264,-0.049711358,-0.026536893,-0.046922367,-0.023366833,hold
3,0.19978939,-0.031180616,0.029352391,0.07333266,0.02649991,-0.06998072,-0.12323614,0.019211197,-0.069021754,0.024953986,hold
4,0.06924527,0.01144925,-0.047299262,0.02876049,-0.008482387,-0.03644072,0.03589219,-0.041610498,-0.005395638,0.014999566,hold
5,0.015406316,-0.02461153,0.029140161,0.04723111,0.0038698388,-0.012832743,-0.1368289,-0.0024239118,-0.086185455,0.06734261,hold
6,0.08865276,-0.091985635,0.061056174,0.074778266,0.04005755,-0.050139558,-0.0867284,0.044930246,-0.025405768,-0.03649264,hold
7,-0.006528341,-0.006878067,0.0051699337,0.043779746,0.031920288,-0.04223901,0.021730382,0.033958297,-0.025542399,0.005736774,hold
8,0.028188847,-0.09199347,-0.010639844,0.011353068,0.06578771,0.0627872,-0.0006191619,-0.010797607,-0.019876877,0.028438106,hold
9,0.100578874,-0.011891848,0.08634286,0.0040345546,-0.0055162692,0.044487156,-0.0013623281,0.016246844,0.0064286143,0.004063424,hold
10,0.052281003,-0.06448961,-0.011488546,0.060185485,0.018567327,-0.024653982,0.013302931,0.0034108958,0.044159256,0.0001234524,hold
11,0.03221486,0.044900782,-0.014137739,-0.012045129,-0.02449933,0.02387533,-0.0039423537,0.008773064,0.008077589,0.02018918,hold
12,0.03299905,-0.04897295,-0.00573625,-0.016409699,0.033725012,0.039616033,-0.0078683635,0.05378298,0.007142294,0.050273545,hold
13,0.100863054,-0.032783423,0.05972044,0.084513634,-0.025181381,0.0039602895,-0.09698306,0.0009936612,0.0029074135,0.03296901,hold
14,0.08357684,0.012308295,0.041295093,0.0034975936,0.0329057,-0.036655236,-0.0016809066,0.0020426067,-0.01858135,-0.010443017,hold
15,0.07782072,-0.06710005,0.015630567,0.05555854,0.046098422,0.006990259,-0.051360227,0.015065263,-0.0009658579,-0.03765902,hold
16,-0.010157039,0.037408866,-0.024422271,-0.010800426,-0.031680975,-0.014117837,0.007790263,0.012473503,-0.040423267,0.046889253,hold
17,0.006783272,-0.049670782,-0.010243716,0.00622014,-0.030702762,-0.008875872,0.02722521,-0.032891132,-0.0020550895,0.030817382,hold
18,0.08128698,0.022797393,0.018808385,0.049904566,-0.020037126,0.044788435,-0.05540643,-0.04455477,-0.038776368,-0.04787798,hold
19,0.028763626,-0.048325937,0.020745078,-0.0020703287,0.023852266,-0.02169709,-0.025086777,-0.010884453,0.03620562,0.014889377,hold
20,0.0474053,-0.025231361,-0.013056927,0.024009645,0.004015027,0.026926467,0.013690343,0.022697642,0.029636163,0.04996468,hold
21,-0.015355843,-0.02685946,0.028820451,0.03696683,0.028870614,-0.0012888414,-0.026228199,0.01293762,-0.02791202,-0.02643917,hold
22,-0.012356317,0.021078259,0.010289478,0.048776906,0.03304272,0.01586118,-0.023387346,-0.038526915,-0.055709466,0.015696162,hold
23,0.07806367,-0.1308245,0.026634227,0.09734475,-0.00867823,0.053077783,-0.04969056,-0.028495822,-0.061811604,0.030818248,hold
24,0.08160068,-0.025195085,-0.008138106,0.032396667,0.029683568,0.026550485,-0.08949856,0.025082286,0.02144773,0.0544072,hold
25,0.05430799,-0.026727788,-0.0016147373,0.065014064,0.032837898,0.03262255,0.0067687305,0.044085514,-0.047078468,-0.018783934,hold
26,-0.002561055,0.02591135,0.023365669,-0.04870778,0.020458212,0.039006732,-0.016536113,0.023289464,0.0070464592,-0.035947014,hold
27,0.024805643,0.035485152,0.022119671,-0.048387673,-0.027001215,0.047825802,-0.02821931,-0.019676108,-0.015104578,0.037484095,hold
28,-0.017814528,0.0027185623,-0.04445711,-0.019283589,0.0034790505,-0.03681334,-0.0076210657,-0.02583997,-0.058434755,0.027661497,hold
29,-0.0045554945,-0.03459704,-0.0542658,0.10645505,-0.051798563,0.00463768,-0.02120193,0.1283133,-0.104889184,-0.0141882505,hold
30,0.08622113,-0.008316353,0.04014817,0.01221916,-0.0059141926,0.014669376,-0.006695346,0.016635085,-0.0630282,-0.010772842,hold
31,0.011487527,0.052839376,0.003905139,0.00072667934,0.009366654,-0.01188766,-0.05490242,0.08235413,-0.017995458,-0.011286001,hold
32,-0.022035824,0.019013323,-0.084359996,0.022277024,0.07274078,0.025286326,0.06511586,-0.021820165,-0.040303588,-0.043599136,hold
33,0.06466971,-0.009399256,0.05349848,0.072291195,0.022289112,-0.011923185,0.00404339,0.041022606,-0.022090748,-0.027955655,hold
34,0.060534917,-0.031366415,0.028573915,0.09714435,-0.012492752,0.032724813,-0.075218454,-0.02601048,-0.07119977,0.045924645,hold
35,-0.026714891,-0.013181577,-0.02781391,-0.028678697,-0.037274033,-0.03364666,0.01858537,-0.011113478,-0.030540105,0.030046076,hold
36,0.13839582,-0.055464566,0.038560994,0.06876651,-0.015903482,0.028799336,-0.025518648,-0.06946408,-0.09089573,0.032424804,hold
37,0.013207783,0.0038193134,0.009019102,0.03797927,-0.034706466,-0.03871498,-0.030191813,-0.03504813,-0.035311896,0.014944543,hold
38,0.008904029,0.00915678,-0.021497631,0.048233222,0.017263975,0.028162556,-0.03447952,-0.0061316825,0.010791471,-0.042978812,hold
39,0.047736328,-0.02406945,0.0052128388,0.07058498,0.03849387,0.018168291,-0.053877614,-0.026716786,-0.040725023,0.050105445,hold
40,0.0961241,-0.016933028,-0.003335932,0.0671138,0.025581516,0.019235674,-0.036548607,-0.05308185,-0.013058457,-0.00041242456,hold
41,0.05134488,-0.06795681,-0.030498736,0.018110827,-0.009870087,-0.029287964,0.020830762,-0.016874293,0.009167652,-0.038936887,hold
42,0.07323593,-0.047522124,0.06752828,0.059649557,0.061550204,-0.049437925,-0.049246322,0.03198502,-0.052745823,-0.05010359,hold
43,0.036702875,-0.022831103,-0.0014843093,0.019606702,0.043616015,-0.03122922,0.011794048,0.009912377,0.028612131,-0.039050717,hold
44,0.111795835,-0.07138916,-0.02055004,0.008028511,-0.039543003,0.050147593,-0.05151973,0.008583061,-0.026690217,0.041093063,hold
45,0.08087867,0.011684107,-0.025639985,0.05537559,0.040777646,-0.040927418,-0.06713051,-0.01120918,0.00070731307,0.012226846,hold
46,0.04974637,-0.03864812,-0.017496794,-0.03244888,0.04717978,0.02230956,-0.043543287,-0.042536464,-0.063867554,0.08728148,hold
47,0.055692744,-0.034232672,-0.022664381,-0.0025773288,0.026422,0.052030526,0.011901472,-0.0003399644,0.03881328,0.018371524,hold
48,0.07513688,-0.07727716,0.06803368,0.06317866,-0.016240276,-0.04926127,0.039593935,-0.02744862,-0.022098139,0.01892135,hold
49,0.022832723,0.00050967245,0.041114546,-0.014933596,0.016762376,0.017767144,-0.00033364352,0.046833884,-0.041711446,0.021076206,hold
50,-0.075988986,-0.04397887,0.014416423,0.015918946,-0.011769329,0.06532485,-0.020361813,0.002500549,0.03477629,0.046619184,hold
51,0.071466506,-0.055112854,0.06012958,0.047917522,0.048427355,0.026295973,-0.08904772,0.02137515,0.018795663,0.06872568,hold
52,0.049854912,-0.0102158105,0.0010384656,0.052048128,0.05857212,0.052857414,-0.045980338,-0.04441219,-0.025801504,0.006351866,hold
53,0.028420176,-0.029837191,0.056504134,0.06899962,0.009019624,-0.01032134,-0.025432266,-0.020953523,-0.07740353,0.0027880473,hold
54,0.14093895,-0.060476113,0.046436638,0.04025695,0.051075812,0.049320437,-0.06892604,0.026295938,-0.045544807,-0.014748456,hold
55,0.074049555,-0.09608191,-0.011471631,0.02730072,-0.01931984,0.05338301,0.001762494,0.020484421,-0.05082405,0.040754527,hold
56,0.019764034,-0.009874288,-0.005425684,-0.046340086,-0.013597028,-0.0076842383,-0.045851793,-0.034127265,-0.00995671,-0.02678973,hold
57,0.14594115,-0.060463108,-0.0029059136,0.13330913,0.0187206,-0.029692695,-0.10459007,0.07357273,-0.07560457,-0.038530603,hold
58,-0.016330153,0.0027668327,-0.036065426,0.00981296,-0.024403632,0.0009305109,0.016449282,-0.015956968,0.022235874,-0.010801059,hold
59,0.10242331,0.014030019,-0.00012670644,0.03808623,-0.022510972,0.05855792,-0.05255282,0.019403102,-0.03266605,0.05534638,buy
60,0.013597892,0.0021663485,0.033500537,-0.046665877,0.01630324,-0.0071899653,0.017114056,-0.031938042,0.024501448,-0.0024147162,buy
61,-0.04675559,-0.0027748884,0.047601435,-0.023608146,-0.043474786,0.0008674475,0.040561523,0.014284629,0.013601199,0.04633528,buy
62,0.0531067,-0.008755444,0.023617776,0.05986495,-0.011448806,-0.029218912,-0.06935377,0.039246023,-0.04863935,0.04928784,buy
63,-0.00830066,0.019351292,0.012287207,-0.014307839,0.053418685,-0.013981723,0.024146715,0.013127357,0.061235886,0.0012615962,buy
64,0.08407756,0.0100758,-0.016466724,0.013204144,-0.022260344,-0.020685768,-0.033794723,-0.0013251186,-0.006327876,-0.001506235,buy
65,0.18144661,-0.077263094,0.0011338424,0.09873495,-0.037124343,-0.08930548,-0.053705275,-0.067911446,-0.17666072,-0.07516054,buy
66,0.044669993,0.048103604,-0.0375372,-0.04561966,-0.00666538,-0.048500348,-0.04184599,-0.008935929,-0.042258974,0.033758942,buy
67,0.16384459,-0.16284493,0.029348668,0.24702686,-0.0034670432,0.027766807,0.038917456,0.050390624,0.015469702,-0.092136174,buy
68,0.041725423,-0.018051209,-0.046650533,0.027941477,0.026020149,0.02038021,0.035397463,0.023541305,-0.0062445025,-0.016403738,buy
69,-0.02651726,-0.07922733,-0.030471921,0.030549683,0.004571405,-0.0011738418,0.0017060572,-0.035312876,0.015388933,0.059685897,buy
70,0.031496868,-0.0486848,0.062585935,0.012179889,-0.030038647,0.055258542,-0.041099817,-0.0102535635,0.02975992,-0.001429046,buy
